0.00025	0.000E+00
0.00075	0.000E+00
0.00125	0.000E+00
0.00175	0.000E+00
0.00225	0.000E+00
0.00275	0.000E+00
0.00325	0.000E+00
0.00375	0.000E+00
0.00425	0.000E+00
0.00475	0.000E+00
0.00525	0.000E+00
0.00575	0.000E+00
0.00625	0.000E+00
0.00675	0.000E+00
0.00725	1.551E-04
0.00775	4.691E-04
0.00825	1.199E-03
0.00875	2.405E-03
0.00925	4.263E-03
0.00975	6.797E-03
0.01025	9.761E-03
0.01075	1.314E-02
0.01125	1.666E-02
0.01175	2.013E-02
0.01225	2.349E-02
0.01275	2.666E-02
0.01325	2.933E-02
0.01375	3.167E-02
0.01425	3.365E-02
0.01475	3.534E-02
0.01525	3.644E-02
0.01575	3.741E-02
0.01625	3.796E-02
0.01675	3.823E-02
0.01725	3.445E-01
0.01775	3.770E-02
0.01825	3.704E-02
0.01875	3.639E-02
0.01925	9.200E-02
0.01975	2.178E-03
0.02025	2.048E-03
0.02075	2.043E-03
0.02125	2.098E-03
0.02175	2.193E-03
0.02225	2.327E-03
0.02275	2.471E-03
0.02325	2.625E-03
0.02375	2.770E-03
0.02425	2.907E-03
0.02475	3.000E-03
0.02525	3.062E-03
0.02575	3.058E-03
0.02625	2.988E-03
0.02675	2.823E-03
0.02725	2.575E-03
0.02775	2.233E-03
0.02825	1.815E-03
0.02875	1.290E-03
0.02925	6.696E-04
0.02975	4.086E-05
0.03025	0.000E+00
0.03075	0.000E+00
0.03125	0.000E+00
0.03175	0.000E+00
0.03225	0.000E+00
0.03275	0.000E+00
0.03325	0.000E+00
0.03375	0.000E+00
0.03425	0.000E+00
0.03475	0.000E+00
0.03525	0.000E+00
0.03575	0.000E+00
0.03625	0.000E+00
0.03675	0.000E+00
0.03725	0.000E+00
0.03775	0.000E+00
0.03825	0.000E+00
0.03875	0.000E+00
0.03925	0.000E+00
0.03975	0.000E+00
0.04025	0.000E+00
0.04075	0.000E+00
0.04125	0.000E+00
0.04175	0.000E+00
0.04225	0.000E+00
0.04275	0.000E+00
0.04325	0.000E+00
0.04375	0.000E+00
0.04425	0.000E+00
0.04475	0.000E+00
0.04525	0.000E+00
0.04575	0.000E+00
0.04625	0.000E+00
0.04675	0.000E+00
0.04725	0.000E+00
0.04775	0.000E+00
0.04825	0.000E+00
0.04875	0.000E+00
0.04925	0.000E+00
0.04975	0.000E+00
0.05025	0.000E+00
0.05075	0.000E+00
0.05125	0.000E+00
0.05175	0.000E+00
0.05225	0.000E+00
0.05275	0.000E+00
0.05325	0.000E+00
0.05375	0.000E+00
0.05425	0.000E+00
0.05475	0.000E+00
0.05525	0.000E+00
0.05575	0.000E+00
0.05625	0.000E+00
0.05675	0.000E+00
0.05725	0.000E+00
0.05775	0.000E+00
0.05825	0.000E+00
0.05875	0.000E+00
0.05925	0.000E+00
0.05975	0.000E+00
0.06025	0.000E+00
0.06075	0.000E+00
0.06125	0.000E+00
0.06175	0.000E+00
0.06225	0.000E+00
0.06275	0.000E+00
0.06325	0.000E+00
0.06375	0.000E+00
0.06425	0.000E+00
0.06475	0.000E+00
0.06525	0.000E+00
0.06575	0.000E+00
0.06625	0.000E+00
0.06675	0.000E+00
0.06725	0.000E+00
0.06775	0.000E+00
0.06825	0.000E+00
