0.0005	0
0.001	0
0.0015	0
0.002	0
0.0025	0
0.003	0
0.0035	3.8035E-07
0.004	3.8035E-07
0.0045	3.8035E-07
0.005	3.8035E-07
0.0055	3.8035E-07
0.006	1.29224E-06
0.0065	1.41658E-05
0.007	8.44978E-05
0.0075	0.000332511
0.008	0.000950884
0.0085	0.002109073
0.009	0.003991784
0.0095	0.00666085
0.01	0.010114185
0.0105	0.01390134
0.011	0.018015131
0.0115	0.022230791
0.012	0.026189477
0.0125	0.029838951
0.013	0.033076115
0.0135	0.035784256
0.014	0.038001018
0.0145	0.03960649
0.015	0.040633672
0.0155	0.041246954
0.016	0.041468357
0.0165	0.041205439
0.017	0.040501593
0.0175	0.194965795
0.018	0.03805224
0.0185	0.03631807
0.019	0.034405941
0.0195	0.060594652
0.02	0.028587988
0.0205	0.026031882
0.021	0.023652954
0.0215	0.021075242
0.022	0.018298062
0.0225	0.015480958
0.023	0.012490731
0.0235	0.001898597
0.024	0.001380503
0.0245	0.000743291
0.025	6.23638E-05
