0.0005	0
0.001	0
0.0015	0
0.002	0
0.0025	0
0.003	0
0.0035	2.48679E-07
0.004	2.48679E-07
0.0045	2.48679E-07
0.005	2.48679E-07
0.0055	2.48679E-07
0.006	8.94998E-07
0.0065	1.00386E-05
0.007	6.10552E-05
0.0075	0.000244127
0.008	0.000707857
0.0085	0.001588008
0.009	0.003034352
0.0095	0.005105203
0.01	0.007805585
0.0105	0.010798012
0.011	0.014074978
0.0115	0.01745387
0.012	0.02067132
0.0125	0.02367672
0.013	0.026380335
0.0135	0.028693611
0.014	0.030658726
0.0145	0.032158613
0.015	0.033231759
0.0155	0.034035598
0.016	0.034539009
0.0165	0.034713766
0.017	0.03456506
0.0175	0.254226391
0.018	0.033552804
0.0185	0.032689999
0.019	0.031716429
0.0195	0.070760469
0.02	0.027224986
0.0205	0.025709044
0.021	0.024568286
0.0215	0.023185791
0.022	0.021762166
0.0225	0.020297319
0.023	0.018674971
0.0235	0.003415374
0.024	0.003318426
0.0245	0.00315575
0.025	0.002923956
0.0255	0.002621266
0.026	0.002240124
0.0265	0.001779405
0.027	0.001259021
0.0275	0.000652193
0.028	5.60911E-05
