1.06768E+00	0.00000E+00	0.00000E+00
1.14135E+00	0.00000E+00	0.00000E+00
1.22010E+00	0.00000E+00	0.00000E+00
1.30429E+00	0.00000E+00	0.00000E+00
1.39428E+00	0.00000E+00	0.00000E+00
1.49049E+00	0.00000E+00	0.00000E+00
1.52841E+00	0.00000E+00	0.00000E+00
1.55180E+00	0.00000E+00	0.00000E+00
1.55804E+00	0.00000E+00	0.00000E+00
1.56740E+00	0.00000E+00	0.00000E+00
1.59079E+00	0.00000E+00	0.00000E+00
1.59333E+00	0.00000E+00	0.00000E+00
1.70327E+00	0.00000E+00	0.00000E+00
1.82080E+00	0.00000E+00	0.00000E+00
1.94643E+00	0.00000E+00	0.00000E+00
2.08073E+00	0.00000E+00	0.00000E+00
2.22430E+00	0.00000E+00	0.00000E+00
2.37778E+00	0.00000E+00	0.00000E+00
2.54185E+00	0.00000E+00	0.00000E+00
2.71724E+00	0.00000E+00	0.00000E+00
2.90472E+00	0.00000E+00	0.00000E+00
3.10515E+00	0.00000E+00	0.00000E+00
3.31941E+00	0.00000E+00	0.00000E+00
3.54845E+00	0.00000E+00	0.00000E+00
3.79329E+00	0.00000E+00	0.00000E+00
4.05502E+00	0.00000E+00	0.00000E+00
4.33482E+00	0.00000E+00	0.00000E+00
4.63392E+00	0.00000E+00	0.00000E+00
4.95366E+00	0.00000E+00	0.00000E+00
5.29547E+00	0.00000E+00	0.00000E+00
5.66086E+00	0.00000E+00	0.00000E+00
6.05145E+00	0.00000E+00	0.00000E+00
6.46900E+00	0.00000E+00	0.00000E+00
6.91537E+00	0.00000E+00	0.00000E+00
7.39253E+00	0.00000E+00	0.00000E+00
7.90261E+00	0.00000E+00	0.00000E+00
8.44789E+00	0.00000E+00	0.00000E+00
9.03079E+00	0.00000E+00	0.00000E+00
9.65392E+00	0.00000E+00	0.00000E+00
1.03200E+01	0.00000E+00	0.00000E+00
1.10321E+01	0.00000E+00	0.00000E+00
1.17933E+01	0.00000E+00	0.00000E+00
1.26071E+01	0.00000E+00	0.00000E+00
1.34770E+01	0.00000E+00	0.00000E+00
1.44069E+01	0.00000E+00	0.00000E+00
1.54010E+01	0.00000E+00	0.00000E+00
1.64636E+01	0.00000E+00	0.00000E+00
1.75996E+01	0.00000E+00	0.00000E+00
1.88140E+01	0.00000E+00	0.00000E+00
2.01122E+01	0.00000E+00	0.00000E+00
2.14999E+01	0.00000E+00	0.00000E+00
2.29834E+01	0.00000E+00	0.00000E+00
2.45692E+01	0.00000E+00	0.00000E+00
2.62645E+01	0.00000E+00	0.00000E+00
2.80768E+01	0.00000E+00	0.00000E+00
3.00141E+01	0.00000E+00	0.00000E+00
3.20850E+01	0.00000E+00	0.00000E+00
3.42989E+01	0.00000E+00	0.00000E+00
3.66655E+01	0.00000E+00	0.00000E+00
3.91954E+01	0.00000E+00	0.00000E+00
4.18999E+01	0.00000E+00	0.00000E+00
4.47910E+01	0.00000E+00	0.00000E+00
4.78816E+01	0.00000E+00	0.00000E+00
5.11854E+01	0.00000E+00	0.00000E+00
5.47172E+01	0.00000E+00	0.00000E+00
5.84927E+01	0.00000E+00	0.00000E+00
6.25287E+01	0.00000E+00	0.00000E+00
6.68432E+01	0.00000E+00	0.00000E+00
7.14554E+01	0.00000E+00	0.00000E+00
7.63858E+01	0.00000E+00	0.00000E+00
8.16564E+01	0.00000E+00	0.00000E+00
8.72907E+01	0.00000E+00	0.00000E+00
9.33137E+01	0.00000E+00	0.00000E+00
9.97524E+01	0.00000E+00	0.00000E+00
1.06635E+02	0.00000E+00	0.00000E+00
1.13993E+02	0.00000E+00	0.00000E+00
1.21859E+02	0.00000E+00	0.00000E+00
1.30267E+02	0.00000E+00	0.00000E+00
1.39255E+02	0.00000E+00	0.00000E+00
1.48864E+02	0.00000E+00	0.00000E+00
1.59136E+02	0.00000E+00	0.00000E+00
1.70116E+02	0.00000E+00	0.00000E+00
1.81854E+02	0.00000E+00	0.00000E+00
1.94402E+02	0.00000E+00	0.00000E+00
2.07816E+02	0.00000E+00	0.00000E+00
2.22155E+02	0.00000E+00	0.00000E+00
2.37484E+02	0.00000E+00	0.00000E+00
2.53870E+02	0.00000E+00	0.00000E+00
2.71387E+02	0.00000E+00	0.00000E+00
2.90113E+02	0.00000E+00	0.00000E+00
3.10130E+02	0.00000E+00	0.00000E+00
3.31529E+02	0.00000E+00	0.00000E+00
3.54405E+02	0.00000E+00	0.00000E+00
3.78859E+02	0.00000E+00	0.00000E+00
4.05000E+02	0.00000E+00	0.00000E+00
4.32945E+02	0.00000E+00	0.00000E+00
